,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,24,42,58,106,136,170,216,262,1029,4.4.6(2).6(2).9(8).9(8)
1,V2,4,11,23,46,70,100,131,177,230,280,1073,4.6.6.6.6.6
