,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.3541,0.5,"0, y, 1/2",4 f,mm2,4
1,V2,6,0.5,0.0,0.0,"1/2, 0, 0",2 b,mmm,8
