,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.0,0.0,0.5,"0, 0, 1/2",6 b,422,8
1,V2,3,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 c,32,6
2,V3,3,0.0627,0.4373,0.25,"x, 1/2-x, 1/4",24 i,2,2
