,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0833,0.6667,0.0417,"x, y, z",36 i,1,1
1,V2,4,0.0,0.75,0.7917,"x, y, z",36 i,1,1
