,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2039,0.2039,0.3423,"x, x, z",48 k,m
1,E2,0.25,0.1115,0.3885,"1/4, y, 1/2-y",48 i,2
2,E3,0.25,0.0,0.4347,"x, 0, z",48 j,m
