,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,12,42,54,126,122,250,222,418,346,1599,4.4.4.4.4.4.8(8).8(14).8(14).8(16).8(16).8(16).8(16).8(22).8(22)
1,V2,4,16,28,76,84,180,168,326,280,514,1677,4.4.4.4.8(18).8(18)
2,V3,4,16,28,76,84,178,164,320,276,506,1653,4.4.4.4.8(20).8(20)
