,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.0,0.0,0.0,"0, 0, 0",4 a,m-3m,48
1,V2,8,0.5,0.0,0.0,"1/2, 0, 0",4 b,m-3m,48
2,V3,8,0.25,0.25,0.25,"1/4, 1/4, 1/4",8c,-43m,24
