,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.3358,0.5,"0, y, 1/2",8 h,mm2
1,E2,0.25,0.3358,0.25,"1/4, y, 1/4",16 k,2
2,E3,0.0,0.25,0.25,"0, 1/4, 1/4",8 c,2/m
3,E4,0.0,0.4179,0.4124,"0, y, z",16 m,m
