,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,9,20,40,60,87,120,154,192,239,926,4.4.4.6(2).10(8).10(8)
1,V2,4,11,22,40,62,87,116,154,196,239,932,4.10(20).6.6.6.6
