,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,9,59,149,281,446,656,899,1187,1508,1874,7069
1,V2,20,74,170,302,476,686,938,1226,1556,1922,7371
