,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1857,0.3714,0.25,"x, 2x, 1/4",6 h,mm2,4
1,V2,6,0.0,0.0,0.0,"0, 0, 0",2 a,-3m,12
