,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0982,0.1898,0.5,"x, y, 1/2",48 j,m
1,E2,0.144,0.144,0.4353,"x, x, z",48 k,m
2,E3,0.0815,0.25,0.4185,"x, 1/4, 1/2-x",48 i,2
3,E4,0.0814,0.1272,0.4353,"x, y, z",96 l,1
4,E5,0.0647,0.0647,0.5,"x, x, 1/2",24 h,mm2
5,E6,0.0647,0.0,0.4353,"x, 0, z",48 j,m
