,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.0,0.25,"1/2, 0, z",4j,mm2
1,E2,0.4168,0.25,0.0,"x, y, 0",8 n,m
2,E3,0.3333,0.0,0.5,"x, 0, 1/2",4 j,mm2
