,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,10,39,91,163,263,403,558,753,961,1226,4468
1,V2,10,35,84,158,251,364,526,711,922,1165,4227
2,V3,12,42,96,174,294,432,594,792,1032,1286,4755
