,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.2,0.5,0.0,"x, 1/2, 0",4 m,mm2,4
1,V2,8,0.0,0.0,0.25,"0, 0, 1/4",2 e,-4m2,8
