,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,8,16,16,48,40,72,62,168,128,567
1,V2,4,6,18,16,34,27,72,63,122,96,459
2,V3,3,11,11,26,23,54,45,100,82,178,534
