,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,14,19,62,56,157,113,288,189,454,1356,4.6(2).6(2)
1,V2,6,10,38,38,112,86,226,154,378,238,1287,4.4.6.6.6.6.6.6.6(2).8.8.8.8.8(4).12
