,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,4,6,8,12,20,28,32,42,52,208,3.14(2).14(2)
1,V2,3,4,7,10,15,20,30,37,47,55,229,3.14.14
2,V3,3,5,7,10,15,23,31,36,44,60,235,4.14(2).16(2)
3,V4,3,4,6,10,14,20,28,36,43,57,222,3.14.14
4,V5,3,4,6,8,14,20,28,32,42,57,215,3.14(2).16(2)
