,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,4,10,17,20,29,34,50,62,72,302,3.8.8
1,V2,3,5,11,18,21,29,35,49,61,71,304,3.8.8
2,V3,3,6,9,13,20,29,39,48,61,77,306,6.8.8
3,V4,4,8,12,16,22,31,40,48,57,71,310,4.8.4.8.4.16
