,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.25,"0, 0, 1/4",24 c,-4m2,8
1,V2,3,0.0,0.1463,0.0325,"0, y, z",96 i,m,2
2,V3,3,0.0596,0.0596,0.0596,"x, x, x",64 g,3,3
