,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,22,35,55,82,110,146,188,230,884,4.5.5.8.5.8
1,V2,4,9,17,31,54,82,109,139,182,233,861,4.5.4.5.4.8
