,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,11,22,66,82,173,169,332,295,539,1693,8(6).8(6).10(10)
1,V2,6,12,36,56,132,122,246,242,462,374,1689,8(2).8(2).8(2).8(4).8(2).8(2).8(2).8(2).8(2).8(3).8(3).8(3).8(3).8(3).8(3)
2,V3,4,8,32,52,120,124,256,232,436,370,1635,8.8.8(5).8(5).10(6).10(6)
