,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.125,0.375,0.3125,"x, y, z",16 j,1
1,E2,0.875,0.875,0.9375,"x, x, z",8 l,m
2,E3,0.625,0.625,0.9375,"x, x, z",8 l,m
