,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.3501,0.1499,0.1816,"x, 1/2-x, z",96 k,m
1,E2,0.4184,0.2,0.2,"x, y, y",96 k,m
2,E3,0.5,0.2183,0.2183,"1/2, y, y",48 i,mm2
3,E4,0.4551,0.25,0.25,"x, 1/4, 1/4",48 g,mm2
