,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,14,50,118,220,358,534,748,986,1270,1562,5861
1,V2,12,49,109,210,350,516,721,988,1224,1541,5721
