,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1667,0.1667,0.25,"x, x, 1/4",8 n,2,2
1,V2,4,0.1667,0.3333,0.1667,"x, y, z",16 r,1,1
2,V3,4,0.1667,0.1667,0.0833,"x, y, z",16 r,1,1
3,V4,4,0.1667,0.3333,0.0,"x, y, 0",8 q,m,2
