,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,14,38,60,108,134,208,244,338,384,1533,4.4.6(3).6(3).*.*
1,V2,5,17,38,65,101,146,197,257,326,401,1554,4.5.5.5.5.5(2).5(2).6.6.*
