,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,42,92,168,264,380,516,672,848,1050,4045
1,V2,12,43,96,169,264,380,516,673,852,1051,4057
