,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0,"0, 0, 0",1 a,4/mmm,16
1,V2,4,0.0,0.3333,0.0,"0, y, 0",4 l,mm2,4
