,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.208,0.0,"0, y, 0",24 e,mm2
1,E2,0.9358,0.104,0.1682,"x, y, z",96 i,1
2,E3,0.0,0.25,0.25,"0, 1/4, 1/4",24 d,2/m
