,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,10,30,74,114,202,254,394,450,650,702,2881
1,V2,4,30,64,128,176,288,344,512,568,800,2915
