,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.0,0.1623,"0, 0, z",4 e,4mm,8
1,V2,5,0.0,0.0,0.2968,"0, 0, z",4 e,4mm,8
2,V3,5,0.1494,0.1494,0.0672,"x, x, z",16 m,m,2
3,V4,4,0.3506,0.3506,0.1081,"x, x, z",16 m,m,2
