,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.25,0.111,"1/2, 1/4, z",8 g,2
1,E2,0.25,0.0,0.111,"1/4, 0, z",8 h,2
2,E3,0.25,0.25,0.0,"1/4, 1/4, 0",8 c,-1
3,E4,0.5,0.1404,0.25,"1/2, y, 1/4",8 f,2
4,E5,0.3439,0.25,0.25,"x, 1/4, 1/4",8 e,2
