,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,20,34,54,82,118,146,194,230,893,3.5.6.6.12.12
1,V2,4,10,19,32,54,79,116,145,189,231,880,3.6.5.6.5.12
