,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5733,0.2866,0.0,"2y, y, 0",6 l,2
1,E2,0.081,0.162,0.5,"x, 2x, 1/2",6 l,2
2,E3,0.6196,0.333,0.1688,"x, y, z",12 n,1
3,E4,0.0,0.2431,0.5,"0, y, 1/2",6 k,2
4,E5,0.6196,0.2392,0.0,"x, 2x, 0",6 l,2
5,E6,0.4642,0.0,0.5,"x, 0, 1/2",6 k,2
6,E7,0.0398,0.4141,0.5556,"x, y, z",12 n,1
7,E8,0.5386,0.1594,0.2788,"x, y, z",12 n,1
