,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.3528,0.0,"0, y, 0",8 i,mm2,4
1,V2,4,0.1472,0.1472,0.3614,"x, x, z",16 m,m,2
2,V3,4,0.1763,0.1763,0.0693,"x, x, z",16 m,mm2,4
3,V4,5,0.0,0.0,0.2692,"0, 0, z",4 e,4mm,8
4,V5,5,0.0,0.0,0.1387,"0, 0, z",4 e,4mm,8
