,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,23,40,88,159,211,293,420,500,612,2350
1,V2,12,18,60,114,140,234,348,378,524,714,2543
2,V3,3,23,40,88,159,211,293,420,500,612,2350
