,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.5,"0, 0, 1/2",4 a,-1
1,E2,0.0,0.5,0.0,"0, 1/2, 0",4 b,-1
2,E3,0.25,0.75,0.5,"1/4, 3/4, 1/2",4 c,-1
3,E4,0.5,0.3521,0.25,"1/2, y, 1/4",4 e,2
