,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.0,0.1875,0.1875,"0, y, y",24 h,mm2,4
1,V2,6,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 c,-3m,12
