,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,5,9,14,17,25,41,52,59,68,294,3.16(6).16(6)
1,V2,3,4,8,12,16,23,37,54,61,71,290,3.8.16(6)
2,V3,3,5,7,10,16,26,38,48,60,78,292,4.8.16(2)
3,V4,4,7,10,14,22,33,42,50,53,60,296,3.16(2).4.16(5).4.16(5)
