,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.5624,0.2812,0.25,"2y, y, 1/4",6 h,mm2,4
1,V2,3,0.3816,0.1908,0.25,"2y, y, 1/4",6 h,mm2,4
2,V3,3,0.225,0.1125,0.1743,"2y, y, z",12 k,m,2
3,V4,5,0.1044,0.0522,0.0618,"2y, y, z",12 k,m,2
