,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.1705,0.2639,0.2332,"x, y, z",48 h,1,1
1,V2,3,0.0583,0.2869,0.2112,"x, y, z",48 h,1,1
2,V3,3,0.0,0.3589,0.1404,"0, y, z",24 g,m,2
3,V4,3,0.0,0.4417,0.0583,"0, y, z",24 g,m,2
