,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.6667,0.3333,0.25,"2/3, 1/3, 1/4",2 d,-6m2,12
1,V2,4,0.3333,0.6667,0.125,"1/3, 2/3, z",4 f,3m,6
