,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1307,0.0,0.2085,"x, 0, z",8 o,m,2
1,V2,3,0.0,0.3693,0.3396,"0, y, z",8 o,m,2
2,V3,3,0.0,0.5,0.4413,"0, 1/2, z",4 i,mm2,4
