,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.8595,0.1524,"0, y, z",8 f,m,2
1,V2,3,0.3201,0.3597,0.0274,"x, y, z",16 h,1,1
