,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,36,80,186,278,462,596,854,1036,1374,4911
1,V2,4,14,48,98,216,314,508,648,916,1104,3871
2,V3,12,38,112,186,340,456,684,848,1156,1362,5195
