,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,5,12,23,34,43,61,82,99,124,158,642
1,V2,7,18,25,32,46,60,79,104,127,165,664
2,V3,3,7,18,33,47,62,77,97,125,151,621
