,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2205,0.1102,0.3445,"x, y, z",36 f,1
1,E2,0.1573,0.9839,0.0,"x, y, z",36 f,1
2,E3,0.1734,0.0,0.25,"x, 0, 1/4",18 e,2
3,E4,0.3333,0.1667,0.1667,"1/3, y, 1/6",18 d,-1
