,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0,"0, 0, 0",2 a,222,4
1,V2,3,0.1327,0.302,0.6774,"x, y, z",8 l,1,1
