,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,5,7,12,20,27,33,37,40,53,238,4.16(2).16(2)
1,V2,3,4,9,11,15,23,32,39,48,55,240,3.16(2).16(2)
2,V3,3,5,8,11,14,18,31,43,48,63,245,3.8.16(2)
3,V4,4,5,8,10,13,20,29,40,58,72,260,3.8.3.16.3.16
