,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,19,26,42,70,93,103,128,182,679,4.6.8.8.8.8
1,V2,4,6,16,31,48,57,77,116,154,161,671,3.6.3.8.3.8
