,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.4882,0.5118,0.125,"x, 1-x, 1/8",4 c,2
1,E2,0.5084,0.2137,0.0779,"x, y, z",8 d,1
2,E3,0.1301,0.3353,0.1438,"x, y, z",8 d,1
3,E4,0.3235,0.2137,0.0188,"x, y, z",8 d,1
4,E5,0.8066,0.1934,0.125,"x, 1*x, 1/8",4 c,2
5,E6,0.5,0.0718,0.0,"1/2, y, 0",4 b,2
