,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,24,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 a,432,24
1,V2,12,0.0,0.0,0.0,"0, 0, 0",8 b,m-3,24
2,V3,12,0.0,0.1761,0.1141,"0, y, z",96 i,m,2
