,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.0,0.4146,"x, y, z",8 c,1
1,E2,0.0,0.0,0.0,"0, 0, 0",4 a,-1
2,E3,0.4317,0.1158,0.25,"x, y, z",8 c,1
3,E4,0.25,0.3658,0.1646,"x, y, z",8 c,1
4,E5,0.1817,0.25,0.4146,"x, y, z",8 c,1
