,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,13,19,20,25,36,36,48,72,72,348
1,V2,6,13,17,18,21,34,38,40,68,76,332
2,V3,7,15,15,20,28,26,40,56,52,80,340
