,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.4664,0.2332,0.2821,"x, y, z",12 g,1
1,E2,0.5665,0.133,0.2821,"x, y, z",12 g,1
2,E3,0.5,0.0,0.0,"1/2, 0, 0",6 e,-1
3,E4,0.3999,0.0,0.25,"x, 0, 1/4",6 f,2
