,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.5,0.0,0.0,"1/2, 0, 0",3 c,2,2
1,V2,4,0.2667,0.1333,0.1667,"2y, y, 1/6",6 j,2,2
