,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,28,44,84,102,144,204,236,294,1153,3.3.3.3.12(6).12(6)
1,V2,6,14,30,50,78,110,150,194,246,302,1181,3.3.3.3.4.4.6.6.6.6.12(3).12(3).12(3).12(3).*
