,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.078,0.078,0.422,"x, x, 1/2-x",32 f,3m,6
1,V2,5,0.1949,0.0,0.1949,"x, 0, x",48 h,mm2,4
2,V3,3,0.0912,0.0912,0.2673,"x, x, z",96 k,m,2
