,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,21,38,58,91,117,158,195,244,937,3.6.8.8.8.8
1,V2,4,8,19,39,58,83,118,160,193,232,915,3.3.6.8.8.8
