,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.15,0.3542,0.0,"x, y, 0",8 q,m,2
1,V2,4,0.0,0.3542,0.1122,"0, y, z",8 o,m,2
2,V3,3,0.3542,0.1458,0.0,"x, y, 0",8 q,m,2
3,V4,4,0.0,0.1458,0.2038,"0, y, z",8 o,m,2
