,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.125,0.125,0.125,"1/8, 1/8, 1/8",16 b,32,6
1,V2,3,0.0,0.125,0.25,"0, y, 1/4",48 f,2,2
2,V3,4,0.0,0.25,0.375,"0, 1/4, 3/8",24 d,-4,4
