,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,24,12,72,120,42,216,296,92,440,1323
1,V2,4,10,39,51,63,159,148,166,359,295,1295
