,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,42,92,162,252,362,492,642,812,1002,3867
1,V2,12,42,92,162,252,362,492,642,812,1002,3871
